address,first_txn,last_txn,lifecycle_days,total_txns,avg_daily_txns,out_degree,in_degree,total_income,total_expense,final_balance
0x684d4b58dc32af786bf6d572a792ff7a883428b9,2025-02-21 15:52:35,2025-03-03 09:47:47,9,143,15.88888888888889,67,76,20177199.1217531,10104.119969413732,20167095.001783688
0x6d46bd3aff100f23c194e5312f93507978a6dc91,2025-02-21 15:49:35,2025-03-03 09:05:35,9,184,20.444444444444443,101,83,2020167295.0070708,9999.999933612913,2020157295.007137
0x723a7084028421994d4a7829108d63ab44658315,2025-02-21 16:04:47,2025-03-06 09:18:11,12,169,14.083333333333334,62,107,20010207.50100606,10207.499376049502,20000000.00163001
0x7cbb94041c0f04bb90edbe6901c00cd0051e8e9b,2025-02-25 04:37:11,2025-02-25 05:00:23,0,2,0.0,1,1,37.0,36.999986400283035,1.359971696501816e-05
0x7f1defe8358148ff42b368706cb3d18e35317268,2025-02-24 18:26:23,2025-02-25 00:46:47,0,15,0.0,6,9,547374.4360401273,547374.432249197,0.0037909302627667785
0x83c7678492d623fb98834f0fbcb2e7b7f5af8950,2025-02-21 15:48:23,2025-02-28 23:22:23,7,253,36.142857142857146,110,143,20010777.00717807,10000.00368223979,20000777.003495827
0x83ef5e80fad88288f770152875ab0bb16641a09e,2025-02-21 15:48:23,2025-03-03 09:48:47,9,204,22.666666666666668,127,77,10777.006962192421,9999.999972939184,777.0069892532374
0x8a4f03ca00400795119934c2ed458d8dd74a1dad,2025-02-22 07:47:59,2025-02-27 15:09:59,5,19,3.8,6,13,420.12184341008185,420.12175998010423,8.342997762156301e-05
0x8c7235e1a6eef91b980d0fca083347fbb7ee1806,2025-02-21 15:50:59,2025-03-03 09:28:47,9,196,21.77777777777778,93,103,2000177335.8141158,10040.80719022791,2000167295.0069256
0x9271eddda0f0f2bb7b1a0c712bdf8dbd0a38d1ab,2025-02-21 15:52:23,2025-03-03 11:36:47,9,160,17.77777777777778,66,94,177295.00698517094,10000.005287250779,167295.00169792018
0x959c4ca19c4532c97a657d82d97accbab70e6fb4,2025-02-21 15:50:47,2025-03-03 09:28:47,9,171,19.0,104,67,15643.510091784256,10166.506747941195,5477.00334384306
0x96244d83dc15d36847c35209bbdc5bdde9bec3d8,2025-02-21 15:48:23,2025-03-03 07:49:47,9,277,30.77777777777778,124,153,10793.456026279622,10015.45204883507,778.0039774445522
0x9ef42873ae015aa3da0c4354aef94a18d2b3407b,2025-02-21 15:52:47,2025-03-03 10:21:47,9,217,24.11111111111111,76,141,15481.38376289019,10004.381863231203,5477.001899658986
0xa4b2fd68593b6f34e51cb9edb66e71c1b4ab449e,2025-02-21 14:29:47,2025-02-28 17:41:11,7,65,9.285714285714286,20,45,1119048.9060976622,98048.89480000001,1021000.0112976622
0xa5a023e052243b7cce34cbd4ba20180e8dea6ad6,2025-02-21 16:04:35,2025-03-09 19:21:59,16,126,7.875,65,61,10000.000388638482,9999.998162387923,0.0022262505590333603
0xa89EE8022661dfE8BA65e2FCBC3502D306e295e6,2025-02-22 13:58:47,2025-02-22 14:28:59,0,24,0.0,0,0,0.0,0.0,0.0
0xaf620e6d32b1c67f3396ef5d2f7d7642dc2e6ce9,2025-02-21 15:48:11,2025-02-22 17:31:35,1,205,205.0,77,128,10844.606919436219,10066.604496819828,778.0024226163914
0xb172f7e99452446f18ff49a71bfeecf0873003b4,2025-02-21 15:49:35,2025-03-03 09:24:11,9,232,25.77777777777778,109,123,2000136996.0070207,10000.003574111724,2000126996.0034466
0xb21e59b3d4e4d6c5247325dc5fbedbc89afc69f4,2025-02-25 01:03:23,2025-02-25 01:57:47,0,3,0.0,2,1,45.0,44.999706180270415,0.00029381972958475444
0xb4a862a81abb2f952fca4c6f5510962e18c7f1a2,2025-02-21 15:49:47,2025-02-28 23:22:23,7,146,20.857142857142858,83,63,15477.006969069433,9999.997336943723,5477.00963212571
0xb72334cb9d0b614d30c4c60e2bd12ff5ed03c305,2025-02-21 15:49:35,2025-03-03 09:11:23,9,326,36.22222222222222,141,185,16720.47303751826,11243.469569029152,5477.003468489107
0xbc3e5e8c10897a81b63933348f53f2e052f89a7e,2025-02-21 15:52:11,2025-03-03 10:11:47,9,158,17.555555555555557,91,67,177384.03396318483,10089.031474756075,167295.00248842876
0xbca02b395747d62626a65016f2e64a20bd254a39,2025-02-21 15:54:23,2025-03-03 09:11:23,9,210,23.333333333333332,75,135,196581.12469852433,10094.12303114794,186487.0016673764
0xbDd077f651EBe7f7b3cE16fe5F2b025BE2969516,2025-02-19 07:15:23,2025-02-19 07:15:23,0,1,0.0,0,0,0.0,0.0,0.0
0xbde2cc5375fa9e0383309a2ca31213f2d6cabcbd,2025-02-21 15:52:47,2025-03-03 08:25:23,9,190,21.11111111111111,69,121,177186.59119788976,10060.589605409232,167126.00159248052
0xC9baC54B55a3B2C6B4bC85d1117024cbE081CFDc,2025-02-22 13:59:35,2025-02-22 14:56:35,0,2,0.0,0,0,0.0,0.0,0.0
0xca4803f32f7002ea4ddd2cecfd6705ec68d05c9c,2025-02-22 08:17:59,2025-02-28 22:32:59,6,14,2.3333333333333335,4,10,118.01892253396711,118.01866325504794,0.00025927891917376655
0xcd1a4a457ca8b0931c3bf81df3cfa227adbdb6e9,2025-02-21 15:48:23,2025-03-03 09:47:47,9,216,24.0,96,120,15559.102986370433,10082.09931809692,5477.0036682735135
0xcd7ec020121ead6f99855cbb972df502db5bc63a,2025-02-21 15:49:59,2025-03-03 09:07:11,9,263,29.22222222222222,104,159,2000015500.9135962,10023.911308288354,2000005477.0022879
0xd3c611aed139107dec2294032da3913bc26507fb,2025-02-21 15:52:59,2025-03-03 10:11:47,9,214,23.77777777777778,77,137,177312.80560166753,10017.803992683243,167295.00160898428
0xd508be16c347aeeaee0522e1350b7b7daf7e9bcc,2025-02-25 01:57:47,2025-02-25 03:31:23,0,37,0.0,0,37,213.24914676520385,0.0,213.24914676520385
0xd5b58cf7813c1edc412367b97876bd400ea5c489,2025-02-21 16:04:35,2025-03-09 19:38:59,16,104,6.5,65,39,10186.864391170422,10186.860792658728,0.0035985116937808925
0xdd90071d52f20e85c89802e5dc1ec0a7b6475f92,2025-02-21 14:45:11,2025-03-05 15:30:11,12,170,14.166666666666666,54,116,2000325175.8178298,98055.36212851258,2000227120.4557014
0xe69753ddfbedbd249e703eb374452e78dae1ae49,2025-02-21 15:52:47,2025-03-03 08:56:47,9,197,21.88888888888889,70,127,177165.6142005597,10077.612693974026,167088.0015065857
0xe9bc552fdfa54b30296d95f147e3e0280ff7f7e6,2025-02-21 15:54:23,2025-03-03 10:11:47,9,211,23.444444444444443,73,138,177148.56305678995,10153.561556930303,166995.00149985965
0xeb0baa3a556586192590cad296b1e48df62a8549,2025-02-21 16:04:59,2025-03-06 09:18:11,12,162,13.5,64,98,10007.471984170123,10007.47022319076,0.0017609793630981585
0xec6da742f2266ec7365a331400a7dcacdcd5d984,2025-02-22 09:07:23,2025-02-22 09:07:35,0,2,0.0,0,2,68.69996904371584,0.0,68.69996904371584
0xf03afb1c6a11a7e370920ad42e6ee735dbedf0b1,2025-02-21 16:05:11,2025-03-06 09:18:11,12,178,14.833333333333334,63,115,10301.781721080424,10301.780238684245,0.001482396179198986
0xf0a16603289eaf35f64077ba3681af41194a1c09,2025-02-21 15:50:11,2025-03-03 08:33:23,9,246,27.333333333333332,93,153,15508.253013172623,10031.250948488912,5477.002064683711
0xf302572594a68aa8f951fae64ed3ae7da41c72be,2025-02-21 16:04:23,2025-03-03 10:02:11,9,152,16.88888888888889,74,78,10062.404597080924,10062.358226033053,0.046371047870707116
0xf58841b8ce569bfd1ad73aaf43d93c834855d7e4,2025-02-25 00:45:11,2025-02-25 01:03:59,0,21,0.0,15,6,500199.1219912346,500199.1119522324,0.010039002227131277
0xf68182c44779CFF96E8A670C4E64A2B6c778586d,2025-02-22 13:56:11,2025-02-27 06:07:35,4,4,1.0,0,0,0.0,0.0,0.0
0xfa3fcccb897079fd83bfba690e7d47eb402d6c49,2025-02-21 15:48:23,2025-02-28 23:31:23,7,377,53.857142857142854,137,240,10791.48186654865,10013.47819545925,778.0036710893983
0xfbc6b16b9d982e2832a1edc37b624ca0cd50dee4,2025-02-22 08:23:35,2025-02-22 09:14:11,0,3,0.0,1,2,35.000001,34.99998452185792,1.6478142079279223e-05
0xfc926659dd8808f6e3e0a8d61b20b871f3fa6465,2025-02-21 15:48:23,2025-02-28 23:22:23,7,295,42.142857142857146,128,167,10803.485111414982,10026.480644193121,777.004467221861
