address,first_txn,last_txn,lifecycle_days,total_txns,avg_daily_txns,out_degree,in_degree,total_income,total_expense,final_balance
0x684d4b58dc32af786bf6d572a792ff7a883428b9,2025-02-21 18:51:23,2025-03-02 00:11:59,8,26,3.25,24,2,100000.00009999999,4392.455866744936,95607.54423325506
0x6d46bd3aff100f23c194e5312f93507978a6dc91,2025-02-21 18:48:59,2025-02-26 16:17:59,4,38,9.5,37,1,0.0001,3783.1496489180095,-3783.1495489180093
0x723a7084028421994d4a7829108d63ab44658315,2025-02-26 16:26:35,2025-03-03 03:41:47,4,33,8.25,32,1,99999.99999999999,5180.47548175894,94819.52451824104
0x7cbb94041c0f04bb90edbe6901c00cd0051e8e9b,,,0,0,0.0,0,0,0.0,0.0,0.0
0x7f1defe8358148ff42b368706cb3d18e35317268,,,0,0,0.0,0,0,0.0,0.0,0.0
0x83c7678492d623fb98834f0fbcb2e7b7f5af8950,2025-02-21 18:37:35,2025-02-24 06:48:59,2,45,22.5,44,1,0.0001,4130.56720817424,-4130.567108174239
0x83ef5e80fad88288f770152875ab0bb16641a09e,2025-02-21 18:38:59,2025-02-24 15:57:59,2,45,22.5,44,1,0.0001,3535.820464157884,-3535.820364157884
0x8a4f03ca00400795119934c2ed458d8dd74a1dad,,,0,0,0.0,0,0,0.0,0.0,0.0
0x8c7235e1a6eef91b980d0fca083347fbb7ee1806,2025-02-26 16:26:35,2025-02-28 02:52:59,1,40,40.0,39,1,99999.99999999999,4116.175954584932,95883.82404541505
0x9271eddda0f0f2bb7b1a0c712bdf8dbd0a38d1ab,2025-02-21 18:50:47,2025-03-01 21:54:35,8,28,3.5,26,2,100000.00009999999,4385.745186950648,95614.25491304934
0x959c4ca19c4532c97a657d82d97accbab70e6fb4,2025-02-26 16:26:35,2025-02-27 16:10:35,0,36,0.0,35,1,99999.99999999999,3265.9698347743893,96734.0301652256
0x96244d83dc15d36847c35209bbdc5bdde9bec3d8,2025-02-21 18:38:23,2025-02-24 11:18:11,2,40,20.0,39,1,0.0001,2398.4564323663076,-2398.4563323663074
0x9ef42873ae015aa3da0c4354aef94a18d2b3407b,2025-02-21 18:53:47,2025-03-02 07:23:47,8,22,2.75,21,1,0.0001,2906.088545807942,-2906.0884458079418
0xa4b2fd68593b6f34e51cb9edb66e71c1b4ab449e,2025-02-21 14:41:23,2025-02-21 15:27:47,0,16,0.0,12,4,98375.54791768,98375.54791768,0.0
0xa5a023e052243b7cce34cbd4ba20180e8dea6ad6,2025-02-26 16:26:35,2025-03-03 01:18:47,4,22,5.5,21,1,99999.99999999999,3669.8138376989846,96330.186162301
0xa89EE8022661dfE8BA65e2FCBC3502D306e295e6,,,0,0,0.0,0,0,0.0,0.0,0.0
0xaf620e6d32b1c67f3396ef5d2f7d7642dc2e6ce9,2025-02-21 18:33:35,2025-02-22 15:55:59,0,35,0.0,34,1,0.0001,4467.042774541028,-4467.042674541028
0xb172f7e99452446f18ff49a71bfeecf0873003b4,2025-02-21 18:47:59,2025-02-26 13:03:23,4,38,9.5,37,1,0.0001,3389.274792175832,-3389.2746921758317
0xb21e59b3d4e4d6c5247325dc5fbedbc89afc69f4,,,0,0,0.0,0,0,0.0,0.0,0.0
0xb4a862a81abb2f952fca4c6f5510962e18c7f1a2,2025-02-26 16:26:35,2025-02-26 22:09:47,0,37,0.0,36,1,99999.99999999999,4417.605655170959,95582.39434482902
0xb72334cb9d0b614d30c4c60e2bd12ff5ed03c305,2025-02-21 18:46:47,2025-02-26 07:31:59,4,52,13.0,51,1,0.0001,3846.0289926681317,-3846.0288926681314
0xbc3e5e8c10897a81b63933348f53f2e052f89a7e,2025-02-21 18:49:59,2025-02-26 16:26:35,4,2,0.5,0,2,100000.00009999999,0.0,100000.00009999999
0xbca02b395747d62626a65016f2e64a20bd254a39,2025-02-21 18:55:47,2025-03-02 14:21:11,8,30,3.75,28,2,100000.00009999999,3940.6680338371943,96059.3320661628
0xbDd077f651EBe7f7b3cE16fe5F2b025BE2969516,,,0,0,0.0,0,0,0.0,0.0,0.0
0xbde2cc5375fa9e0383309a2ca31213f2d6cabcbd,2025-02-21 18:52:23,2025-03-02 02:39:23,8,26,3.25,24,2,100000.00009999999,3357.1183653304333,96642.88173466956
0xC9baC54B55a3B2C6B4bC85d1117024cbE081CFDc,,,0,0,0.0,0,0,0.0,0.0,0.0
0xca4803f32f7002ea4ddd2cecfd6705ec68d05c9c,,,0,0,0.0,0,0,0.0,0.0,0.0
0xcd1a4a457ca8b0931c3bf81df3cfa227adbdb6e9,2025-02-21 18:43:11,2025-02-25 06:10:35,3,30,10.0,29,1,0.0001,3397.2008771568503,-3397.20077715685
0xcd7ec020121ead6f99855cbb972df502db5bc63a,2025-02-26 16:26:35,2025-02-27 07:20:23,0,53,0.0,52,1,99999.99999999999,5029.2689129263545,94970.73108707363
0xd3c611aed139107dec2294032da3913bc26507fb,2025-02-21 18:54:23,2025-03-02 10:05:35,8,27,3.375,25,2,100000.00009999999,3526.0373648880454,96473.96273511194
0xd508be16c347aeeaee0522e1350b7b7daf7e9bcc,,,0,0,0.0,0,0,0.0,0.0,0.0
0xd5b58cf7813c1edc412367b97876bd400ea5c489,2025-02-26 16:26:35,2025-03-02 22:37:59,4,4,1.0,3,1,99999.99999999999,563.3840609245731,99436.61593907542
0xdd90071d52f20e85c89802e5dc1ec0a7b6475f92,2025-02-26 16:26:35,2025-03-03 18:01:23,5,15,3.0,14,1,99999.99999999999,1686.4883391689714,98313.51166083102
0xe69753ddfbedbd249e703eb374452e78dae1ae49,2025-02-21 18:53:11,2025-03-02 05:02:11,8,29,3.625,27,2,100000.00009999999,3960.028445903174,96039.97165409682
0xe9bc552fdfa54b30296d95f147e3e0280ff7f7e6,2025-02-21 18:54:59,2025-03-02 12:40:47,8,21,2.625,19,2,100000.00009999999,2344.9651127479556,97655.03498725203
0xeb0baa3a556586192590cad296b1e48df62a8549,2025-03-03 06:26:23,2025-03-03 08:43:35,0,25,0.0,25,0,0.0,3959.958351768145,-3959.958351768145
0xec6da742f2266ec7365a331400a7dcacdcd5d984,,,0,0,0.0,0,0,0.0,0.0,0.0
0xf03afb1c6a11a7e370920ad42e6ee735dbedf0b1,2025-02-26 16:26:35,2025-03-03 12:03:11,4,23,5.75,22,1,99999.99999999999,3677.324734873434,96322.67526512656
0xf0a16603289eaf35f64077ba3681af41194a1c09,2025-02-26 16:26:35,2025-02-27 10:16:59,0,40,0.0,39,1,99999.99999999999,3671.0100763674855,96328.9899236325
0xf302572594a68aa8f951fae64ed3ae7da41c72be,2025-02-26 16:26:35,2025-03-02 22:28:59,4,13,3.25,12,1,99999.99999999999,1447.1287572716785,98552.8712427283
0xf58841b8ce569bfd1ad73aaf43d93c834855d7e4,,,0,0,0.0,0,0,0.0,0.0,0.0
0xf68182c44779CFF96E8A670C4E64A2B6c778586d,,,0,0,0.0,0,0,0.0,0.0,0.0
0xfa3fcccb897079fd83bfba690e7d47eb402d6c49,2025-02-21 18:35:47,2025-02-21 18:35:47,0,1,0.0,0,1,0.0001,0.0,0.0001
0xfbc6b16b9d982e2832a1edc37b624ca0cd50dee4,,,0,0,0.0,0,0,0.0,0.0,0.0
0xfc926659dd8808f6e3e0a8d61b20b871f3fa6465,2025-02-21 18:36:47,2025-02-23 19:27:35,2,39,19.5,38,1,0.0001,3071.7194285908386,-3071.7193285908384
