address,first_txn,last_txn,lifecycle_days,total_txns,avg_daily_txns,out_degree,in_degree,total_income,total_expense,final_balance
0x6d46bd3aff100f23c194e5312f93507978a6dc91,2025-02-21 15:49:35,2025-03-03 09:05:35,9,433,48.111111111111114,349,84,20162595.00917567,36590.005157128966,20126005.00401854
0x723a7084028421994d4a7829108d63ab44658315,2025-02-21 16:04:47,2025-03-06 09:18:11,12,270,22.5,162,108,20110207.501006052,26627.83343737053,20083579.66756868
0x7cbb94041c0f04bb90edbe6901c00cd0051e8e9b,2025-02-25 04:37:11,2025-02-25 05:36:35,0,3,0.0,2,1,37.0,73.99997280056607,-36.99997280056607
0x7f1defe8358148ff42b368706cb3d18e35317268,2025-02-24 18:26:23,2025-02-25 00:51:47,0,19,0.0,10,9,547374.4360401273,2188879.681373329,-1641505.2453332017
0x83c7678492d623fb98834f0fbcb2e7b7f5af8950,2025-02-21 15:48:23,2025-02-28 23:22:23,7,586,83.71428571428571,441,145,20020536.007278066,42840.013080501005,19977695.994197566
0x83ef5e80fad88288f770152875ab0bb16641a09e,2025-02-21 15:48:23,2025-03-03 09:48:47,9,539,59.888888888888886,461,78,10777.00706219242,38335.18922040815,-27558.18215821573
0x8a4f03ca00400795119934c2ed458d8dd74a1dad,2025-02-22 07:47:59,2025-02-27 15:09:59,5,29,5.8,16,13,420.12184341008185,1076.4488629241366,-656.3270195140548
0x8c7235e1a6eef91b980d0fca083347fbb7ee1806,2025-02-21 15:50:59,2025-03-03 09:28:47,9,364,40.44444444444444,260,104,272635.81612077047,28795.730049444115,243840.08607132634
0x9271eddda0f0f2bb7b1a0c712bdf8dbd0a38d1ab,2025-02-21 15:52:23,2025-03-03 11:36:47,9,265,29.444444444444443,169,96,272595.00708987087,26548.8367618329,246046.17032803796
0x959c4ca19c4532c97a657d82d97accbab70e6fb4,2025-02-21 15:50:47,2025-03-03 09:28:47,9,379,42.111111111111114,311,68,110943.51009648426,31365.030749129055,79578.4793473552
0x96244d83dc15d36847c35209bbdc5bdde9bec3d8,2025-02-21 15:48:23,2025-03-03 07:49:47,9,546,60.666666666666664,391,155,23424.456126279623,31418.397474092384,-7993.941347812761
0x9ef42873ae015aa3da0c4354aef94a18d2b3407b,2025-02-21 15:52:47,2025-03-03 10:21:47,9,320,35.55555555555556,178,142,10781.38386759019,23611.932856956675,-12830.548989366485
0xa4b2fd68593b6f34e51cb9edb66e71c1b4ab449e,2025-02-21 14:29:47,2025-02-28 17:41:11,7,92,13.142857142857142,43,49,1196424.4750153422,432297.5323176801,764126.9426976622
0xa5a023e052243b7cce34cbd4ba20180e8dea6ad6,2025-02-21 16:04:35,2025-03-09 19:21:59,16,250,15.625,188,62,110000.00038863842,30819.085994328383,79180.91439431004
0xa89EE8022661dfE8BA65e2FCBC3502D306e295e6,2025-02-22 13:58:47,2025-02-23 04:46:11,0,54,0.0,0,0,0.0,0.0,0.0
0xaf620e6d32b1c67f3396ef5d2f7d7642dc2e6ce9,2025-02-21 15:48:11,2025-02-23 03:44:47,1,403,403.0,274,129,10843.607019436218,37461.67907818819,-26618.072058751968
0xb172f7e99452446f18ff49a71bfeecf0873003b4,2025-02-21 15:49:35,2025-03-03 09:24:11,9,535,59.44444444444444,411,124,132296.0091257794,39029.53692509051,93266.4722006889
0xb21e59b3d4e4d6c5247325dc5fbedbc89afc69f4,2025-02-25 01:03:23,2025-02-25 01:57:47,0,3,0.0,2,1,45.0,44.999706180270415,0.00029381972958475444
0xb4a862a81abb2f952fca4c6f5510962e18c7f1a2,2025-02-21 15:49:47,2025-02-28 23:22:23,7,318,45.42857142857143,254,64,110777.0069737694,31949.62676203168,78827.38021173772
0xb72334cb9d0b614d30c4c60e2bd12ff5ed03c305,2025-02-21 15:49:35,2025-03-03 09:11:23,9,665,73.88888888888889,479,186,12020.473142218254,39551.326483005745,-27530.853340787493
0xbc3e5e8c10897a81b63933348f53f2e052f89a7e,2025-02-21 15:52:11,2025-03-03 10:11:47,9,264,29.333333333333332,195,69,272684.03406788484,22243.309460638622,250440.72460724623
0xbca02b395747d62626a65016f2e64a20bd254a39,2025-02-21 15:54:23,2025-03-03 09:11:23,9,320,35.55555555555556,183,137,291881.12480322435,24575.604371806974,267305.5204314174
0xbDd077f651EBe7f7b3cE16fe5F2b025BE2969516,2025-02-19 07:15:23,2025-02-19 07:15:23,0,1,0.0,0,0,0.0,0.0,0.0
0xbde2cc5375fa9e0383309a2ca31213f2d6cabcbd,2025-02-21 15:52:47,2025-03-03 08:25:23,9,288,32.0,165,123,272486.5913025897,24087.65291844973,248398.93838413997
0xC9baC54B55a3B2C6B4bC85d1117024cbE081CFDc,2025-02-22 13:59:35,2025-02-22 15:35:47,0,3,0.0,0,0,0.0,0.0,0.0
0xca4803f32f7002ea4ddd2cecfd6705ec68d05c9c,2025-02-22 08:17:59,2025-02-28 22:32:59,6,38,6.333333333333333,28,10,118.01892253396711,840.1119795302876,-722.0930569963205
0xcd1a4a457ca8b0931c3bf81df3cfa227adbdb6e9,2025-02-21 15:48:23,2025-03-03 09:47:47,9,441,49.0,320,121,10859.103091070432,35875.4811788066,-25016.378087736168
0xcd7ec020121ead6f99855cbb972df502db5bc63a,2025-02-21 15:49:59,2025-03-03 09:07:11,9,545,60.55555555555556,385,160,110800.91560087382,40271.807688491186,70529.10791238263
0xd3c611aed139107dec2294032da3913bc26507fb,2025-02-21 15:52:59,2025-03-03 10:11:47,9,329,36.55555555555556,190,139,272612.80570636754,24479.179679363304,248133.62602700424
0xd508be16c347aeeaee0522e1350b7b7daf7e9bcc,2025-02-25 01:57:47,2025-02-25 03:31:23,0,37,0.0,0,37,213.24914676520385,0.0,213.24914676520385
0xd5b58cf7813c1edc412367b97876bd400ea5c489,2025-02-21 16:04:35,2025-03-09 19:38:59,16,187,11.6875,147,40,110186.86439117041,23129.90525337086,87056.95913779955
0xdd90071d52f20e85c89802e5dc1ec0a7b6475f92,2025-02-21 14:45:11,2025-04-03 20:18:23,41,399,9.731707317073171,282,117,404175.8408301128,151659.72681402182,252516.11401609099
0xe69753ddfbedbd249e703eb374452e78dae1ae49,2025-02-21 15:52:47,2025-03-03 08:56:47,9,309,34.333333333333336,180,129,272465.61430525966,26037.261796391304,246428.35250886835
0xe9bc552fdfa54b30296d95f147e3e0280ff7f7e6,2025-02-21 15:54:23,2025-03-03 10:11:47,9,322,35.77777777777778,182,140,272448.5631614899,25280.622502449536,247167.94065904035
0xeb0baa3a556586192590cad296b1e48df62a8549,2025-02-21 16:04:59,2025-03-06 09:18:11,12,270,22.5,172,98,10007.471984170123,27243.50264955061,-17236.030665380487
0xec6da742f2266ec7365a331400a7dcacdcd5d984,2025-02-22 09:07:23,2025-02-22 09:07:35,0,2,0.0,0,2,68.69996904371584,0.0,68.69996904371584
0xf03afb1c6a11a7e370920ad42e6ee735dbedf0b1,2025-02-21 16:05:11,2025-03-06 09:18:11,12,288,24.0,172,116,110301.78172108036,29742.007677236823,80559.77404384354
0xf0a16603289eaf35f64077ba3681af41194a1c09,2025-02-21 15:50:11,2025-03-03 08:33:23,9,523,58.111111111111114,369,154,110808.25301787256,40851.03202541884,69957.22099245372
0xf302572594a68aa8f951fae64ed3ae7da41c72be,2025-02-21 16:04:23,2025-03-03 10:02:11,9,226,25.11111111111111,147,79,110062.4045970809,19594.967392440827,90467.43720464007
0xf58841b8ce569bfd1ad73aaf43d93c834855d7e4,2025-02-25 00:45:11,2025-02-25 04:25:11,0,33,0.0,27,6,500199.1219912346,500638.5597611618,-439.43776992720086
0xf68182c44779CFF96E8A670C4E64A2B6c778586d,2025-02-22 13:56:11,2025-02-27 06:07:35,4,7,1.75,0,0,0.0,0.0,0.0
0xfa3fcccb897079fd83bfba690e7d47eb402d6c49,2025-02-21 15:48:23,2025-02-28 23:31:23,7,768,109.71428571428571,526,242,23079.481966548654,39077.80117428767,-15998.319207739016
0xfbc6b16b9d982e2832a1edc37b624ca0cd50dee4,2025-02-22 08:23:35,2025-02-22 09:46:35,0,5,0.0,3,2,35.000001,104.99995356557375,-69.99995256557375
0xfc926659dd8808f6e3e0a8d61b20b871f3fa6465,2025-02-21 15:48:23,2025-02-28 23:22:23,7,554,79.14285714285714,385,169,20272.485211414983,32609.489475720984,-12337.004264306
